package_name,offer_desc,offer_name,IIP_name,Estimated Payout(cents),campaign_start,campaign_end
com.n3twork.legendary,"Task: Compete in events and the main campaign to reach Rank 30 <br> 
- Collect and evolve cards to build an ultimate fight deck! <br> 
- Join Guilds to beat powerful Bosses <br> 
- New Users Only
",Legendary : Game of Heroes,fyber,845.0,20190326.0,20190405.0
com.igg.android.lordsmobile,"[Most Recommended Strategy Game] - Lords Mobile: Battle of the Empires
Step 1: Open Lords Mobile: Battle of the Empires
Step 2: Upgrade Your Castle to Level 14
Step 3: Claim Reward!

[Only available for new users!]",Lords Mobile: Battle of the Empires,fyber,1204.1,20190305.0,20190617.0
com.playstudios.popslots,"1. Play POP! Slots and collect your FREE CHIPS!
2. Spin & Win to reach level 18 - QUICK & EASY!
3. Unlock new Vegas casinos & claim your free rewards!
**Offer must be completed within 7 days
*New users only!*",POP! Slots- Free Vegas Casino Slots,fyber,304.2,20190305.0,20190617.0
com.igg.android.mobileroyale,"[Most Recommended Strategy Game by GP]
Step 1: Play Mobile Royale
Step 2: Upgrade Castle to Level 14
Step 3: Claim Reward!

***New Users Only",Mobile Royale,fyber,354.9,20190305.0,20190616.0
com.igg.android.lordsmobile,"[Most Recommended Strategy Game] - Lords Mobile: Battle of the Empires
Step 1: Open Lords Mobile: Battle of the Empires
Step 2: Upgrade your Castle to Level 13
Step 3: Claim Your Reward!

[Only available to New Users!]",Lords Mobile: Battle of the Empires,fyber,903.1,20190305.0,20190617.0
com.igg.android.mobileroyale,"[Best Strategy Game of the Year]
Step 1: Play Mobile Royale
Step 2: Attack a Level 2 Village 
Step 3: Claim Reward!

***New Users Only",Mobile Royale,fyber,291.5,20190305.0,20190616.0
com.jellybtn.cashkingmobile,Finish the 2nd island to get a reward. This offer is for NEW users only!,Pirate Kings,fyber,224.8,20190305.0,20190617.0
com.jellybtn.boardkings,Play the game and reach Level 4. For NEW users only!,Board Kings,fyber,84.5,20190305.0,20190617.0
com.pacificinteractive.HouseOfFun,Reach Level 20 in the game For new users only!,Slots Casino: House of Fun - Slots ,fyber,152.1,20190305.0,20190617.0
net.supertreat.solitaire,Finish Crop 4 In The Game,Solitaire - Grand Harvest,fyber,54.1,20190305.0,20190617.0
com.zynga.livepoker,mobile_required_actions.download_and_start,Zynga Poker – Texas Holdem,fyber,7.3,20190308.0,20190518.0
com.evogames.slavsforvk,Play the game and reach Level20. Only for NEW USERS!,Harvest Land,fyber,253.5,20190305.0,20190617.0
com.game.idle.fantasy,"New Users Only!Collect one 6-star hero and get rewards!
Required actions: Step1: Summon the heroes in the Summon Hall or collect shards to summon. Step 2：Fuse the required heroes to get the 6-star hero in the Hero Portal. Step 3: Get rewards! No more waiting, take action NOW! 
",Trials of Heroes: Idle RPG,fyber,507.0,20190307.0,20190617.0
online.luckyminer.app,Download 1 app from Lucky Miner offerwall & Claim a REWARD! New users only,Lucky Miner,fyber,4.2,20190327.0,20190616.0
com.moonactive.coinmaster,"To receive your reward you need to play the game until you REACH the FOURTH VILLAGE.
IMPORTANT: this offer is only for NEW players of Coin Master!",Coin Master,fyber,126.8,20190305.0,20190617.0
air.com.playtika.slotomania,Play the game and reach Level20. Only for NEW USERS!,Slotomania Slots - Casino Slot Game,fyber,131.8,20190305.0,20190616.0
com.playtika.caesarscasino,Reach level 20 in the game. For new users only!,Caesars Slots: Free Slot Machines a,fyber,121.7,20190305.0,20190617.0
com.game.idle.fantasy,"New Users Only! Unlock the runes feature placed on the bottom panel to get reward. No more waiting, take action NOW!",Trials of Heroes: Idle RPG,fyber,169.0,20190307.0,20190617.0
com.surveysampling.mobile.quickthoughts,Take Surveys Earn Gift Card Rewards,QuickThoughts,fyber,30.4,20190305.0,20190617.0
com.igg.android.mobileroyale,"[Top Recommended Strategy Game!]
Step 1: Play Mobile Royale
Step 2: Evolve Dragonstance for the first time
Step 3: Claim Reward!

***New Users Only",Mobile Royale,fyber,316.9,20190305.0,20190616.0
com.jellybtn.boardkings,Play the game and reach Level 3. For NEW users only!,Board Kings,fyber,55.8,20190305.0,20190617.0
com.jellybtn.cashkingmobile,Reach the 4th island to get a reward. This offer is for NEW users only!,Pirate Kings,fyber,219.7,20190305.0,20190617.0
com.camelgames.wof,"1. Make a purchase
2. Collect reward!
*Only for new players*",World on Fire,fyber,91.4,20190327.0,20190528.0
com.fgmt.reversi,mobile_required_actions.download_and_start,Reversi,fyber,4.2,20190307.0,20190527.0
com.nytimes.android,mobile_required_actions.download_and_start,NYTimes - Latest News,fyber,10.1,20190312.0,20190511.0
net.bitburst.pollpay,Login & Complete the short tutorial to Claim REWARD! New Users ONLY*,Poll Pay: Earn money and gift cards,fyber,4.2,20190305.0,20190614.0
com.ss.android.ugc.trill,mobile_required_actions.download_and_start,TikTok,fyber,8.5,20190326.0,20190508.0
com.photoaffections.freeprints,mobile_required_actions.download_and_start,FreePrints – Free Photos Delivered,fyber,7.6,20190308.0,20190405.0
com.jellybtn.cashkingmobile,Finish the 2nd island to get a reward. This offer is for NEW users only!,Pirate Kings,fyber,223.9,20190305.0,20190617.0
com.igg.android.mobileroyale,"[Best Strategy Game of the Year]
Step 1: Play Mobile Royale
Step 2: Attack a Level 2 Village 
Step 3: Claim Reward!

***New Users Only",Mobile Royale,fyber,353.5,20190305.0,20190616.0
air.com.playtika.slotomania,Play the game and reach Level20. Only for NEW USERS!,Slotomania Slots - Casino Slot Game,fyber,131.3,20190305.0,20190616.0
com.igg.android.mobileroyale,"[Most Recommended Strategy Game by GP]
Step 1: Play Mobile Royale
Step 2: Upgrade Castle to Level 14
Step 3: Claim Reward!

***New Users Only",Mobile Royale,fyber,353.5,20190305.0,20190616.0
com.pacificinteractive.HouseOfFun,Reach Level 20 in the game For new users only!,Free Slots Casino - Play House of F,fyber,166.6,20190305.0,20190617.0
com.lilithgame.hgame.gp,"1.Pass player level 10
2.Collect your reward!
*Only for new users*",AFK Arena,fyber,84.2,20190312.0,20190617.0
com.igg.android.mobileroyale,"[Most Recommended Strategy Game by GP]
Step 1: Play Mobile Royale
Step 2: Unlock Trooper 
Step 3: Collect Reward!

***New Users Only",Mobile Royale,fyber,833.1,20190305.0,20190616.0
com.jellybtn.boardkings,Play the game and reach Level 4. For NEW users only!,Board Kings,fyber,90.9,20190305.0,20190617.0
com.jellybtn.cashkingmobile,Reach the 4th island to get a reward. This offer is for NEW users only!,Pirate Kings,fyber,218.8,20190305.0,20190617.0
net.bitburst.pollpay,Login & Complete the short tutorial to Claim REWARD! New Users ONLY*,Poll Pay: Earn money and gift cards,fyber,4.2,20190305.0,20190614.0
com.camelgames.wof,"1. Make a purchase
2. Collect reward!
*Only for new players*",World on Fire,fyber,127.4,20190327.0,20190528.0
com.game.idle.fantasy,"New Users Only! Collect one 6-star hero and get rewards!
Required actions: Step1: Summon the heroes in the Summon Hall or collect shards to summon. Step 2：Fuse the required heroes to get the 6-star hero in the Hero Portal. Step 3: Get rewards! No more waiting, take action NOW! ",Trials of Heroes: Idle RPG,fyber,420.8,20190307.0,20190617.0
com.moonactive.coinmaster,"To receive your reward you need to play the game until you REACH the THIRD VILLAGE.
IMPORTANT: this offer is only for NEW players of Coin Master!",Coin Master,fyber,67.3,20190305.0,20190617.0
com.jellybtn.boardkings,Play the game and reach Level 3. For NEW users only!,Board Kings,fyber,55.5,20190305.0,20190617.0
company.coinpop.coinpop,Install > Sign-Up > Install a Game & Play,Coin Pop,fyber,30.9,20190305.0,20190616.0
online.moneyrawr.app,Install > Sign-Up > Install a Game & Play,Money RAWR,fyber,30.9,20190315.0,20190616.0
com.mistplay.mistplay,"> Choose a game in the mixlist and start playing. <br>
> Collect units! The more you play, the more you earn. <br>
> Redeem your units for awesome rewards. ",MISTPLAY,fyber,63.1,20190305.0,20190617.0
online.appflame.app,"Install > Sign-Up > Install a Game & Play
",App Flame,fyber,27.3,20190307.0,20190616.0
online.cashalarm.app,"Install > Sign-Up > Install a Game & Play
",Cash Alarm,fyber,20.0,20190326.0,20190614.0
com.evogames.slavsforvk,Play the game and reach Level20. Only for NEW USERS!,Harvest Land,fyber,126.2,20190305.0,20190617.0
com.melesta.coffeeshop,"Play the game and make any in-app purchase.
FOR NEW USERS ONLY!",My Cafe: Recipes & Stories - World ,fyber,58.9,20190305.0,20190614.0
com.feelingtouch.clonewar,"*Come join the RPG battle!* 
1. Play Clone Evolution 
2. Collect 6 purple heroes 
3. Get your reward! 
*New users only! No reward if you have completed other rewarding tasks of this game*",Clone Evolution: RPG Battle,fyber,82.8,20190305.0,20190616.0
air.com.playtika.slotomania,Play the game and reach Level20. Only for NEW USERS!,Slotomania™ Slots - Vegas Casino Sl,fyber,421.2,20190305.0,20190616.0
com.lilithgame.hgame.gp,"1.Pass player level 10
2.Collect your reward!
*Only for new users*",AFK Arena,fyber,152.6,20190312.0,20190617.0
net.bitburst.pollpay,Login & Complete the short tutorial to Claim REWARD! New Users ONLY*,Poll Pay: Earn money and gift cards,fyber,7.6,20190305.0,20190614.0
company.coinpop.coinpop,Install > Sign-Up > Install a Game & Play,Coin Pop,fyber,56.1,20190305.0,20190616.0
com.jellybtn.boardkings,Play the game and reach Level 4. For NEW users only!,Board Kings,fyber,164.8,20190305.0,20190617.0
com.fiftyfivepixels.weevilworld,"1. Download and install Weevil World.      
2. Tap New Player & create a new player.   
3. Follow the tutorial which will give you a list of tasks to do.   
4. Complete all the tasks and collect the rewards on the Task List to get your reward! ",Weevil World: Your Island Club,fyber,61.1,20190402.0,20190429.0
online.moneyrawr.app,Install > Sign-Up > Install a Game & Play,Money RAWR,fyber,56.1,20190315.0,20190616.0
air.com.buffalo_studios.newflashbingo,"Reach Level 5 in the game, for new users only!",Bingo Blitz™️ - Bingo Games,fyber,73.3,20190305.0,20190617.0
net.supertreat.solitaire,"Play and reach level 10 in the game, only for new users! ",Solitaire - Grand Harvest,fyber,28.1,20190305.0,20190617.0
online.cashalarm.app,"Install > Sign-Up > Install a Game & Play
",Cash Alarm,fyber,36.3,20190326.0,20190614.0
air.com.buffalo_studios.newflashbingo,"Reach Level 10 in the game, For new users only! ",Bingo Blitz™️ - Bingo Games,fyber,88.5,20190305.0,20190617.0
com.melesta.coffeeshop,"Play the game and make any in-app purchase.
FOR NEW USERS ONLY!",My Cafe: Recipes & Stories - World ,fyber,106.8,20190305.0,20190614.0
com.cashkarma.app,"Get free cash and gift cards with cashKarma! 
> Reach 850 Points to redeem your reward by watching videos, completing surveys, searching the web, and shopping for deals.",cashKarma Rewards & Gift Cards,fyber,76.3,20190305.0,20190606.0
com.appkarma.app,"appKarma lets you earn free cash and gift cards for playing with apps.
> Reach 750 Points to redeem your reward 
> The more you play, the more you earn ",appKarma Rewards & Gift Cards,fyber,91.6,20190402.0,20190616.0
com.spuul.android,"To get rewarded:

 - Get and try the app.

 - Sign up providing real personal data through your Google or Facebook account.

 - Select the free trial and the subscription type, add your payment details and that's it!

*ONLY FOR NEW USERS. DATA MUST BE REAL AND PAYMENT DETAILS ADDED (purchase not needed within the free trial period).",Spuul - Watch Indian Movies,fyber,99.0,20190312.0,20190604.0
com.lilithgame.hgame.gp,"1. Make a purchase
2. Collect your reward.
New users only",AFK Arena,fyber,213.7,20190312.0,20190617.0
uk.co.mylotto24.android,"Register onto myLotto24 and make a purchase from either of the products ""Powerball"", ""Eurojackpot"", ""Irish Lotto"", ""Mega Millions"", ""German Lotto"" or ""Cash4Life""! Voucher valid only for new customers. Only users +18 years old!","myLotto24 - Powerball, Mega Million",fyber,515.9,20190305.0,20190515.0
com.nexters.herowars,Install Hero Wars and reach level 5 in the game to earn credit,Hero Wars - Men’s Choice Epic Fanta,fyber,3.7,20190309.0,20190418.0
com.nexters.herowars,Install Hero Wars and reach level 5 in the game to earn credit,Hero Wars - Men’s Choice Epic Fanta,fyber,6.8,20190309.0,20190418.0
com.moonactive.coinmaster,"Um deine Belohnung zu erhalten, spiel das Spiel bis du das VIERTE DORF erreichst.
WICHTIG: Dieses Angebot gilt nur für NEUE Spieler von Coin Master!

To receive your reward you need to play the game until you REACH the FOURTH VILLAGE.
IMPORTANT: this offer is only for NEW players of Coin Master!",Coin Master,fyber,252.5,20190305.0,20190617.0
com.igg.android.lordsmobile,"[Meist empfohlenes Strategiespiel] - Lords Mobile: Battle of the Empires
Schritt 1: Open Lords Mobile: Schlacht der Imperien
Schritt 2: Aktualisieren Sie Ihr Schloss auf Stufe 14
Schritt 3: Fordern Sie die Belohnung!

[Nur für neue Benutzer verfügbar!]",Lords Mobile: Battle of the Empires,fyber,959.4,20190305.0,20190617.0
com.lilithgame.hgame.gp,"1.Pass player level 10
2.Collect your reward!
*Only for new users*",AFK Arena,fyber,84.2,20190312.0,20190617.0
com.playstudios.popslots,"1. Play POP! Slots and collect your FREE CHIPS!
2. Spin & Win to reach level 18 - QUICK & EASY!
3. Unlock new Vegas casinos & claim your free rewards!
**Offer must be completed within 7 days
*New users only!*",POP! Slots- Free Vegas Casino Slots,fyber,243.9,20190305.0,20190617.0
com.igg.android.mobileroyale,"[Bestes Strategiespiel des Jahres]
Schritt 1: Spielen Sie Mobile Royale
Schritt 2: Angriff auf ein Dorf der Stufe 2
Schritt 3: Fordern Sie die Belohnung!

*** Nur für neue Benutzer",Mobile Royale,fyber,189.3,20190305.0,20190616.0
com.game.idle.fantasy,"New Users Only! Collect one 6-star hero and get rewards!
Required actions: Step1: Summon the heroes in the Summon Hall or collect shards to summon. Step 2：Fuse the required heroes to get the 6-star hero in the Hero Portal. Step 3: Get rewards! No more waiting, take action NOW! ",Trials of Heroes: Idle RPG,fyber,420.8,20190307.0,20190617.0
com.pacificinteractive.HouseOfFun,Reach Level 20 in the game For new users only!,Free Slots Casino - Play House of F,fyber,121.2,20190305.0,20190617.0
com.igg.android.mobileroyale,"[Meist empfohlenes Strategiespiel von GP]
Schritt 1: Spielen Sie Mobile Royale
Schritt 2: Verbessern Sie Castle auf Stufe 14
Schritt 3: Fordern Sie die Belohnung!

*** Nur für neue Benutzer",Mobile Royale,fyber,252.5,20190305.0,20190616.0
com.jellybtn.boardkings,Play the game and reach Level 4. For NEW users only!,Board Kings,fyber,60.6,20190305.0,20190617.0
net.bitburst.pollpay,Login & Complete the short tutorial to Claim REWARD! New Users ONLY*,Poll Pay: Earn money and gift cards,fyber,4.2,20190305.0,20190614.0
net.supertreat.solitaire,Finish Crop 4 In The Game,Solitaire - Grand Harvest,fyber,29.5,20190305.0,20190617.0
com.playtika.caesarscasino,Reach level 20 in the game. For new users only!,Caesars Slots: Free Slot Machines a,fyber,60.6,20190305.0,20190617.0
com.nexters.herowars,Install Hero Wars and reach level 5 in the game to earn credit,Hero Wars - Men’s Choice Epic Fanta,fyber,3.7,20190309.0,20190418.0
com.jellybtn.cashkingmobile,Reach the 4th island to get a reward. This offer is for NEW users only!,Pirate Kings,fyber,92.6,20190305.0,20190617.0
online.appstation.app,"Install > Sign-Up > Install a Game & Play
",AppStation,fyber,18.2,20190402.0,20190616.0
air.com.buffalo_studios.newflashbingo,"Reach Level 10 in the game, For new users only! ",Bingo Blitz™️ - Bingo Games,fyber,42.1,20190305.0,20190617.0
company.coinpop.coinpop,"Install > Sign-Up > Install a Game & Play
",Coin Pop,fyber,18.2,20190305.0,20190616.0
de.mobileheroes.realmoneyminer,"Sammle 500 Gold (nicht Münzen!), um deine Belohnung zu erhalten.
Hole dich mehr Gold, indem du deine Arbeiter einsetzt, um es abzubauen. Du kannst Videos ansehen, Spiele spielen und andere Angebote abschließen, um mehr Münzen für die Einstellung weiterer Arbeiter zu erhalten.
Dieses Angebot gilt nur für NEUE Benutzer!",Gold Fever - Make Money,fyber,288.2,20190305.0,20190605.0
com.feelingtouch.clonewar,"*Come join the RPG battle!* 
1. Play Clone Evolution 
2. Collect 6 purple heroes 
3. Get your reward! 
*New users only! No reward if you have completed other rewarding tasks of this game*",Clone Evolution: RPG Battle,fyber,55.2,20190305.0,20190616.0
online.appflame.app,"Install > Sign-Up > Install a Game & Play
",App Flame,fyber,27.3,20190307.0,20190616.0
online.luckyminer.app,Install > Sign-Up > Install a Game & Play,Lucky Miner,fyber,21.8,20190327.0,20190616.0
com.moonactive.coinmaster,"Um deine Belohnung zu erhalten, spiel das Spiel bis du das VIERTE DORF erreichst.
WICHTIG: Dieses Angebot gilt nur für NEUE Spieler von Coin Master!

To receive your reward you need to play the game until you REACH the FOURTH VILLAGE.
IMPORTANT: this offer is only for NEW players of Coin Master!",Coin Master,fyber,228.9,20190305.0,20190617.0
com.lilithgame.hgame.gp,"1.Pass player level 10
2.Collect your reward!
*Only for new users*",AFK Arena,fyber,152.6,20190312.0,20190617.0
com.pacificinteractive.HouseOfFun,Reach Level 20 in the game For new users only!,Free Slots Casino - Play House of F,fyber,219.8,20190305.0,20190617.0
company.coinpop.coinpop,"Install > Sign-Up > Install a Game & Play
",Coin Pop,fyber,33.0,20190305.0,20190616.0
com.jellybtn.boardkings,Play the game and reach Level 4. For NEW users only!,Board Kings,fyber,109.9,20190305.0,20190617.0
online.appflame.app,"Install > Sign-Up > Install a Game & Play
",App Flame,fyber,49.5,20190307.0,20190616.0
online.appstation.app,"Install > Sign-Up > Install a Game & Play
",AppStation,fyber,33.0,20190402.0,20190616.0
net.bitburst.pollpay,Login & Complete the short tutorial to Claim REWARD! New Users ONLY*,Poll Pay: Earn money and gift cards,fyber,7.6,20190305.0,20190614.0
de.mobileheroes.realmoneyminer,"Sammle 500 Gold (nicht Münzen!), um deine Belohnung zu erhalten.
Hole dich mehr Gold, indem du deine Arbeiter einsetzt, um es abzubauen. Du kannst Videos ansehen, Spiele spielen und andere Angebote abschließen, um mehr Münzen für die Einstellung weiterer Arbeiter zu erhalten.
Dieses Angebot gilt nur für NEUE Benutzer!",Gold Fever - Make Money,fyber,522.7,20190305.0,20190605.0
de.mobileheroes.quizfriends,"Sammle 1000 Coins, um deine Belohnung zu erhalten. Profitiere dabei, vom Coins Boost, der dir hilft deine Coins noch schneller zu bekommen und der automatisch aktiv ist! Spiele dafür Quiz und erhalte für jede richtige Antwort Coins, oder nutze unsere Partnerangebote, um noch schneller das Ziel zu erreichen! Dieses Angebot gilt nur für NEUE Nutzer!

Spielst du dann weiter, bis du 500 Diamanten gesammelt hast, bekommst du außerdem noch Mal 5€ von uns!",CASH QUIZ,fyber,103.2,20190305.0,20190605.0
com.cashkarma.app,"Get free cash and gift cards with cashKarma! 
> Reach 850 Points to redeem your reward by watching videos, completing surveys, searching the web, and shopping for deals.",cashKarma Rewards & Gift Cards,fyber,76.3,20190305.0,20190606.0
com.evogames.slavsforvk,"Open 
Reach Level 20
IMPORTANT: This offer is for new users only!",Harvest Land,fyber,197.1,20190305.0,20190617.0
com.appkarma.app,"appKarma lets you earn free cash and gift cards for playing with apps.
> Reach 750 Points to redeem your reward 
> The more you play, the more you earn ",appKarma Rewards & Gift Cards,fyber,76.3,20190402.0,20190616.0
com.cashtime,"Open
Reach 300 coins
IMPORTANT: This offer is for new users only!",Cash Time - Earn Money,fyber,29.4,20190305.0,20190616.0
de.flixbus.app,"Schritt 1: Hol dir die FlixBus App<br>
Schritt 2: Buche eine Fahrt im Mindestwert von 5€<br>
Schritt 3: Zufrieden lächeln & entspannt auf Deine nächste Fahrt warten<br>
Dieses Angebot gilt nur für NEUE Benutzer!",FlixBus - Smart bus travel,fyber,515.9,20190305.0,20190617.0
air.com.buffalo_studios.newflashbingo,"Reach Level 10 in the game, For new users only! ",Bingo Blitz™️ - Bingo Games,fyber,76.3,20190305.0,20190617.0
com.lilithgame.hgame.gp,"1. Make a purchase
2. Collect your reward.
New users only",AFK Arena,fyber,213.7,20190312.0,20190617.0
com.nexters.herowars,Install Hero Wars and reach level 5 in the game to earn credit,Hero Wars - Men’s Choice Epic Fanta,fyber,6.8,20190309.0,20190418.0
de.mobileheroes.quizfriends,"Sammle 500 Diamanten (nicht Coins!), um deine Belohnung zu erhalten. Spiele Quiz, erhalte für jede richtige Antwort Coins, oder nutze unsere Partnerangebote, um schneller deine 500 Diamanten zu bekommen. Dieses Angebot gilt nur für NEUE Benutzer! 

Hast du 500 Diamanten zusammen, bekommst Du von uns sogar nochmals 5€ on top! ",CASH QUIZ,fyber,137.6,20190305.0,20190605.0
com.playstudios.popslots,"Get the app
Run to open
Complete Level 8
Get rewarded!
This offer is for NEW users only",POP! Slots - Free Vegas Casino Slot,fyber,20.9,20190305.0,20190617.0
com.cashkarma.app,"Get free cash and gift cards with cashKarma! 
> Reach 850 Points to redeem your reward by watching videos, completing surveys, searching the web, and shopping for deals.",cashKarma Rewards & Gift Cards,fyber,42.1,20190305.0,20190606.0
com.lilithgame.hgame.gp,"1.Pass player level 10
2.Collect your reward!
*Only for new users*",AFK Arena,fyber,67.3,20190312.0,20190617.0
com.moonactive.coinmaster,"Para recibir tu recompensa, debes jugar el juego hasta que alcances el TERCER PUEBLO.
IMPORTANTE: esta oferta es solo para NUEVOS jugadores de Coin Master!

To receive your reward you need to play the game until you REACH the THIRD VILLAGE.
IMPORTANT: this offer is only for NEW players of Coin Master!",Coin Master,fyber,33.7,20190305.0,20190617.0
com.jellybtn.cashkingmobile,Reach the 4th island to get a reward. This offer is for NEW users only!,Pirate Kings,fyber,92.5,20190305.0,20190617.0
com.heineken.LiberApp,mobile_required_actions.download_and_start,LiberApp,fyber,9.3,20190409.0,20190418.0
com.lilithgame.hgame.gp,"1.Pass player level 32
2.Collect your reward!
*Only for new users*",AFK Arena,fyber,84.1,20190312.0,20190617.0
com.melesta.coffeeshop,"Play the game and make any in-app purchase.
FOR NEW USERS ONLY!",My Cafe: Recipes & Stories - World ,fyber,62.3,20190305.0,20190614.0
com.zimad.museum,Try the game and make a purchase minimum for $9.99. NEW USERS ONLY,My Museum Story: Mystery Match,fyber,295.3,20190313.0,20190519.0
com.igg.android.lordsmobile,Beat a Level 2 Monster. NEW USERS ONLY!!,Lords Mobile,fyber,299.7,20190305.0,20190617.0
taxi.android.client,mobile_required_actions.download_and_start,mytaxi. Europe's #1 Taxi App,fyber,8.4,20190326.0,20190409.0
air.com.playtika.slotomania,Play the game and reach Level20. Only for NEW USERS!,Slotomania Slots - Casino Slot Game,fyber,238.1,20190305.0,20190616.0
air.com.buffalo_studios.newflashbingo,"Reach Level 5 in the game, for new users only!",Bingo Blitz™️ - Bingo Games,fyber,73.3,20190305.0,20190617.0
com.lilithgame.hgame.gp,"1.Pass player level 10
2.Collect your reward!
*Only for new users*",AFK Arena,fyber,152.6,20190312.0,20190617.0
com.finabanx.droid.icash,"To get your reward: get the app, create your account and enjoy the reward !!! *Only valid for new and real users.",iCASH.ca,fyber,38.0,20190325.0,20190528.0
com.jellybtn.boardkings,Play the game and reach Level 4. For NEW users only!,Board Kings,fyber,164.8,20190305.0,20190617.0
net.supertreat.solitaire,Finish Crop 4 In The Game,Solitaire - Grand Harvest,fyber,76.3,20190305.0,20190617.0
com.ebates,mobile_required_actions.download_and_start,Ebates Rakuten: Cash Back Shopping ,fyber,21.4,20190307.0,20190617.0
net.supertreat.solitaire,"Play and reach level 10 in the game, only for new users! ",Solitaire - Grand Harvest,fyber,28.1,20190305.0,20190617.0
online.appflame.app,"Install > Sign-Up > Install a Game & Play
",App Flame,fyber,49.5,20190307.0,20190616.0
com.finabanx.droid.icash,mobile_required_actions.download_and_start,iCASH.ca,fyber,21.4,20190325.0,20190528.0
com.appkarma.app,"appKarma lets you earn free cash and gift cards for playing with apps.
> Reach 750 Points to redeem your reward 
> The more you play, the more you earn ",appKarma Rewards & Gift Cards,fyber,91.6,20190402.0,20190616.0
com.lilithgame.hgame.gp,"1. Make a purchase
2. Collect your reward.
New users only",AFK Arena,fyber,213.7,20190312.0,20190617.0
com.cashkarma.app,"Get free cash and gift cards with cashKarma! 
> Reach 850 Points to redeem your reward by watching videos, completing surveys, searching the web, and shopping for deals.",cashKarma Rewards & Gift Cards,fyber,76.3,20190305.0,20190606.0
de.foodora.android,mobile_required_actions.download_and_start,foodora - Local Food Delivery,fyber,3.3,20190315.0,20190410.0
com.melesta.coffeeshop,"Play the game and make any in-app purchase.
FOR NEW USERS ONLY!",My Cafe: Recipes & Stories - World ,fyber,106.8,20190305.0,20190614.0
air.com.buffalo_studios.newflashbingo,"Reach Level 10 in the game, For new users only! ",Bingo Blitz™️ - Bingo Games,fyber,88.5,20190305.0,20190617.0
com.nexters.herowars,Install Hero Wars and reach level 5 in the game to earn credit,Hero Wars - Men’s Choice Epic Fanta,fyber,6.8,20190309.0,20190418.0
com.spuul.android,"To get rewarded:

 - Get and try the app.

 - Sign up providing real personal data through your Google or Facebook account.

 - Select the free trial and the subscription type, add your payment details and that's it!

*ONLY FOR NEW USERS. DATA MUST BE REAL AND PAYMENT DETAILS ADDED (purchase not needed within the free trial period).",Spuul - Watch Indian Movies,fyber,99.0,20190312.0,20190604.0
net.bitburst.pollpay,Login & Complete the short tutorial to Claim REWARD! New Users ONLY*,Poll Pay: Earn money and gift cards,fyber,7.6,20190305.0,20190614.0
com.fanduel.android.self,To get rewarded: - Get and try the app. - Complete the sign up process with valid data and confirm it. - Claim your free contest. Enjoy it! *Only for new users,FanDuel: Daily Fantasy Sports,fyber,36.3,20190403.0,20190416.0
com.igg.android.mobileroyale,"[Best Strategy Game of the Year]
Step 1: Play Mobile Royale
Step 2: Attack a Level 2 Village 
Step 3: Claim Reward!

***New Users Only",Mobile Royale,fyber,353.4,20190305.0,20190616.0
com.jellybtn.cashkingmobile,Finish the 2nd island to get a reward. This offer is for NEW users only!,Pirate Kings,fyber,223.8,20190305.0,20190617.0
air.com.playtika.slotomania,Play the game and reach Level20. Only for NEW USERS!,Slotomania Slots - Casino Slot Game,fyber,131.2,20190305.0,20190616.0
com.pacificinteractive.HouseOfFun,Reach Level 20 in the game For new users only!,Free Slots Casino - Play House of F,fyber,166.6,20190305.0,20190617.0
com.moonactive.coinmaster,"To receive your reward you need to play the game until you REACH the THIRD VILLAGE.
IMPORTANT: this offer is only for NEW players of Coin Master!",Coin Master,fyber,84.1,20190305.0,20190617.0
com.igg.android.mobileroyale,"[Most Recommended Strategy Game by GP]
Step 1: Play Mobile Royale
Step 2: Upgrade Castle to Level 14
Step 3: Claim Reward!

***New Users Only",Mobile Royale,fyber,353.4,20190305.0,20190616.0
com.igg.android.mobileroyale,"[Top Recommended Strategy Game!]
Step 1: Play Mobile Royale
Step 2: Evolve Dragonstance for the first time
Step 3: Claim Reward!

***New Users Only",Mobile Royale,fyber,315.5,20190305.0,20190616.0
com.mistplay.mistplay,"> Choose a game in the mixlist and start playing. <br>
> Collect units! The more you play, the more you earn. <br>
> Redeem your units for awesome rewards. ",MISTPLAY,fyber,58.9,20190305.0,20190617.0
com.camelgames.wof,"1. Make a purchase
2. Collect reward!
*Only for new players*",World on Fire,fyber,145.5,20190327.0,20190528.0
com.lilithgame.hgame.gp,"1.Pass player level 10
2.Collect your reward!
*Only for new users*",AFK Arena,fyber,84.1,20190312.0,20190617.0
com.kobobooks.android,"Discover our expertly created audiobook collection and listen for free. After your free 30-day trial, pay only $12.99 per month.<br>

1. Start your trial by downloading the free Kobo app <br>
2. Sign up for the 30-day free trial (credit card required) <br>
3. Choose your audiobook and check out <br>
4. Listen to your new audiobook! <br>
**New Users Only**",Kobo Books - eBooks & Audiobooks,fyber,336.5,20190307.0,20190606.0
com.jellybtn.boardkings,Play the game and reach Level 4. For NEW users only!,Board Kings,fyber,90.9,20190305.0,20190617.0
net.supertreat.solitaire,Finish Crop 4 In The Game,Solitaire - Grand Harvest,fyber,42.1,20190305.0,20190617.0
com.evogames.slavsforvk,Play the game and reach Level20. Only for NEW USERS!,Harvest Land,fyber,113.6,20190305.0,20190617.0
com.lilithgame.hgame.gp,"1.Pass player level 32
2.Collect your reward!
*Only for new users*",AFK Arena,fyber,101.0,20190312.0,20190617.0
